2023-03-02 15:12:28.314175,left,605,240
2023-03-02 15:12:29.379068,left,616,244
2023-03-02 15:12:30.918240,left,593,243
2023-03-02 15:12:37.585334,left,605,251
2023-03-02 15:12:38.451608,left,605,251
2023-03-02 15:12:43.258679,left,619,246
2023-03-02 15:13:24.283866,down,371,204
2023-03-02 15:13:30.587210,left,202,210
2023-03-02 15:13:33.322735,down,251,168
2023-03-02 15:14:00.073645,down,276,202
2023-03-02 15:14:01.806113,up,284,216
2023-03-02 15:14:14.016263,down,289,218
2023-03-02 15:14:15.750317,up,302,218
2023-03-02 15:14:16.683182,up,295,220
2023-03-02 15:14:17.551562,up,285,223
2023-03-02 15:14:18.486786,up,287,225
2023-03-02 15:14:20.619074,up,287,227
2023-03-02 15:14:21.822937,left,288,227
2023-03-02 15:14:25.423058,down,307,238
2023-03-02 15:14:27.759383,up,323,216
2023-03-02 15:14:28.759343,left,328,219
2023-03-02 15:14:30.799601,up,321,219
2023-03-02 15:14:31.526977,down,319,193
2023-03-02 15:14:33.894960,right,363,-22
2023-03-02 15:14:35.601799,up,283,94
2023-03-02 15:14:36.197649,down,310,100
2023-03-02 15:14:36.929984,up,306,94
2023-03-02 15:14:37.400167,down,304,88
2023-03-02 15:14:38.068693,up,302,86
2023-03-02 15:14:38.928185,up,305,81
2023-03-02 15:14:39.198480,down,306,83
2023-03-02 15:14:39.731377,up,305,84
2023-03-02 15:14:40.062177,down,315,85
2023-03-02 15:14:40.532317,up,307,84
2023-03-02 15:14:40.867121,down,307,84
2023-03-02 15:14:41.332382,up,300,77
2023-03-02 15:14:41.802967,down,305,77
2023-03-02 15:14:42.200274,up,296,78
2023-03-02 15:14:42.673516,down,297,78
2023-03-02 15:14:44.069366,left,295,77
2023-03-02 15:14:44.803824,right,289,80
2023-03-02 15:14:45.405704,left,291,80
2023-03-02 15:14:46.069642,right,296,78
2023-03-02 15:14:46.601988,left,298,77
2023-03-02 15:14:47.404530,up,302,73
2023-03-02 15:14:47.938878,down,303,78
2023-03-02 15:14:48.673251,up,302,83
2023-03-02 15:14:49.078860,down,306,84
2023-03-02 15:14:51.805783,right,194,145
2023-03-02 15:14:52.077467,right,195,44
2023-03-02 15:14:53.051182,down,561,357
2023-03-02 15:14:54.577439,up,574,359
2023-03-02 15:14:57.312378,up,547,355
2023-03-02 15:14:57.779498,up,579,358
2023-03-02 15:14:57.979153,up,578,359
2023-03-02 15:14:58.245039,up,577,360
2023-03-02 15:14:59.981418,left,575,361
2023-03-02 15:15:00.980738,up,563,368
2023-03-02 15:15:01.114871,left,561,371
2023-03-02 15:15:02.394596,up,569,362
2023-03-02 15:15:02.981821,left,567,361
2023-03-02 15:15:05.853943,up,560,362
2023-03-02 15:15:05.987424,left,569,367
2023-03-02 15:15:12.054688,left,564,369
2023-03-02 15:15:12.324596,left,542,374
2023-03-02 15:15:12.789829,down,534,365
2023-03-02 15:15:12.990287,left,549,361
2023-03-02 15:15:13.456093,left,565,359
2023-03-02 15:15:13.922299,left,566,365
2023-03-02 15:15:14.125262,down,553,360
2023-03-02 15:15:14.925020,up,557,357
2023-03-02 15:15:15.592161,down,564,361
2023-03-02 15:15:19.759206,down,539,357
2023-03-02 15:15:20.562923,down,534,358
2023-03-02 15:15:21.363833,down,542,374
2023-03-02 15:15:22.424538,right,604,412
2023-03-02 15:15:24.162280,down,539,343
2023-03-02 15:15:24.429920,up,530,336
2023-03-02 15:15:24.560311,up,524,333
2023-03-02 15:15:24.764043,down,513,328
2023-03-02 15:15:24.896511,left,506,323
2023-03-02 15:15:25.360954,down,588,336
2023-03-02 15:15:25.897998,right,696,364
2023-03-02 15:15:26.271664,left,296,278
2023-03-02 15:15:35.335579,down,251,310
2023-03-02 15:15:35.736360,down,255,305
2023-03-02 15:15:38.670490,left,373,287
2023-03-02 15:15:42.344648,left,330,284
2023-03-02 15:15:42.948074,left,328,291
